Unnamed: 0;Demand;Import limit;Export limit;Import price;Export price;Import emission factor;Export emission factor;Generic production
2022-01-01 00:00:00;42.0;1900.0;0.0;29.22294045454545;0.0;0.0;0.0;0.0
2022-01-01 01:00:00;42.0;1900.0;0.0;29.22294045454545;0.0;0.0;0.0;0.0
2022-01-01 02:00:00;42.0;1900.0;0.0;29.22294045454545;0.0;0.0;0.0;0.0
2022-01-01 03:00:00;42.0;1900.0;0.0;29.22294045454545;0.0;0.0;0.0;0.0
2022-01-01 04:00:00;42.0;1900.0;0.0;29.22294045454545;0.0;0.0;0.0;0.0
2022-01-01 05:00:00;42.0;1900.0;0.0;29.22294045454545;0.0;0.0;0.0;0.0
2022-01-01 06:00:00;42.0;1900.0;0.0;29.22294045454545;0.0;0.0;0.0;0.0
2022-01-01 07:00:00;42.0;1900.0;0.0;29.22294045454545;0.0;0.0;0.0;0.0
2022-01-01 08:00:00;42.0;1900.0;0.0;29.22294045454545;0.0;0.0;0.0;0.0
2022-01-01 09:00:00;42.0;1900.0;0.0;29.22294045454545;0.0;0.0;0.0;0.0
2022-01-01 10:00:00;42.0;1900.0;0.0;20.037728304914783;0.0;0.0;0.0;0.0
2022-01-01 11:00:00;42.0;1900.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-01-01 12:00:00;42.0;1900.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-01-01 13:00:00;42.0;1900.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-01-01 14:00:00;42.0;1900.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-01-01 15:00:00;42.0;1900.0;0.0;20.037728304914783;0.0;0.0;0.0;0.0
2022-01-01 16:00:00;42.0;1900.0;0.0;29.22294045454545;0.0;0.0;0.0;0.0
2022-01-01 17:00:00;42.0;1900.0;0.0;29.22294045454545;0.0;0.0;0.0;0.0
2022-01-01 18:00:00;42.0;1900.0;0.0;29.22294045454545;0.0;0.0;0.0;0.0
2022-01-01 19:00:00;42.0;1900.0;0.0;29.22294045454545;0.0;0.0;0.0;0.0
2022-01-01 20:00:00;42.0;1900.0;0.0;26.41494045454545;0.0;0.0;0.0;0.0
2022-01-01 21:00:00;42.0;1900.0;0.0;1.7;0.0;0.0;0.0;0.0
2022-01-01 22:00:00;42.0;1900.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-01-01 23:00:00;42.0;1900.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-01-02 00:00:00;42.0;1900.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-01-02 01:00:00;42.0;1900.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-01-02 02:00:00;42.0;1900.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-01-02 03:00:00;42.0;1900.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-01-02 04:00:00;42.0;1900.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-01-02 05:00:00;42.0;1900.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-01-02 06:00:00;42.0;1900.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-01-02 07:00:00;42.0;1900.0;0.0;0.5212860351426869;0.0;0.0;0.0;0.0
2022-01-02 08:00:00;42.0;1900.0;0.0;0.5212860351426869;0.0;0.0;0.0;0.0
2022-01-02 09:00:00;42.0;1900.0;0.0;0.5212860351426869;0.0;0.0;0.0;0.0
2022-01-02 10:00:00;42.0;1900.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-01-02 11:00:00;42.0;1900.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-01-02 12:00:00;42.0;1900.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-01-02 13:00:00;42.0;1900.0;0.0;0.5212860351426869;0.0;0.0;0.0;0.0
2022-01-02 14:00:00;42.0;1900.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-01-02 15:00:00;42.0;1900.0;0.0;29.22294045454545;0.0;0.0;0.0;0.0
2022-01-02 16:00:00;42.0;1900.0;0.0;29.22294045454545;0.0;0.0;0.0;0.0
2022-01-02 17:00:00;42.0;1900.0;0.0;29.22294045454545;0.0;0.0;0.0;0.0
2022-01-02 18:00:00;42.0;1900.0;0.0;29.22294045454545;0.0;0.0;0.0;0.0
2022-01-02 19:00:00;42.0;1900.0;0.0;29.22294045454545;0.0;0.0;0.0;0.0
2022-01-02 20:00:00;42.0;1900.0;0.0;29.22294045454545;0.0;0.0;0.0;0.0
2022-01-02 21:00:00;42.0;1900.0;0.0;29.22294045454545;0.0;0.0;0.0;0.0
2022-01-02 22:00:00;42.0;1900.0;0.0;29.22294045454545;0.0;0.0;0.0;0.0
2022-01-02 23:00:00;42.0;1900.0;0.0;29.22294045454545;0.0;0.0;0.0;0.0
2022-01-03 00:00:00;42.0;1900.0;0.0;26.405522065850548;0.0;0.0;0.0;0.0
2022-01-03 01:00:00;42.0;1900.0;0.0;26.405522065850548;0.0;0.0;0.0;0.0
2022-01-03 02:00:00;42.0;1900.0;0.0;26.405522065850548;0.0;0.0;0.0;0.0
2022-01-03 03:00:00;42.0;1900.0;0.0;26.405522065850548;0.0;0.0;0.0;0.0
2022-01-03 04:00:00;42.0;1900.0;0.0;26.405522065850548;0.0;0.0;0.0;0.0
2022-01-03 05:00:00;42.0;1900.0;0.0;26.405522065850548;0.0;0.0;0.0;0.0
2022-01-03 06:00:00;42.0;1900.0;0.0;29.22294045454545;0.0;0.0;0.0;0.0
2022-01-03 07:00:00;42.0;1900.0;0.0;29.22294045454545;0.0;0.0;0.0;0.0
2022-01-03 08:00:00;42.0;1900.0;0.0;29.22294045454545;0.0;0.0;0.0;0.0
2022-01-03 09:00:00;42.0;1900.0;0.0;29.22294045454545;0.0;0.0;0.0;0.0
2022-01-03 10:00:00;42.0;1900.0;0.0;29.22294045454545;0.0;0.0;0.0;0.0
2022-01-03 11:00:00;42.0;1900.0;0.0;29.22294045454545;0.0;0.0;0.0;0.0
2022-01-03 12:00:00;42.0;1900.0;0.0;29.22294045454545;0.0;0.0;0.0;0.0
2022-01-03 13:00:00;42.0;1900.0;0.0;35.3490519412908;0.0;0.0;0.0;0.0
2022-01-03 14:00:00;42.0;1900.0;0.0;35.3490519412908;0.0;0.0;0.0;0.0
2022-01-03 15:00:00;42.0;1900.0;0.0;35.3490519412908;0.0;0.0;0.0;0.0
2022-01-03 16:00:00;42.0;1900.0;0.0;35.3490519412908;0.0;0.0;0.0;0.0
2022-01-03 17:00:00;42.0;1900.0;0.0;35.3490519412908;0.0;0.0;0.0;0.0
2022-01-03 18:00:00;42.0;1900.0;0.0;35.3490519412908;0.0;0.0;0.0;0.0
2022-01-03 19:00:00;42.0;1900.0;0.0;35.3490519412908;0.0;0.0;0.0;0.0
2022-01-03 20:00:00;42.0;1900.0;0.0;34.05614244921134;0.0;0.0;0.0;0.0
2022-01-03 21:00:00;42.0;1900.0;0.0;29.22294045454545;0.0;0.0;0.0;0.0
2022-01-03 22:00:00;42.0;1900.0;0.0;29.22294045454545;0.0;0.0;0.0;0.0
2022-01-03 23:00:00;42.0;1900.0;0.0;29.22294045454545;0.0;0.0;0.0;0.0
2022-01-04 00:00:00;42.0;1900.0;0.0;29.22294045454545;0.0;0.0;0.0;0.0
2022-01-04 01:00:00;42.0;1900.0;0.0;29.22294045454545;0.0;0.0;0.0;0.0
2022-01-04 02:00:00;42.0;1900.0;0.0;29.22294045454545;0.0;0.0;0.0;0.0
2022-01-04 03:00:00;42.0;1900.0;0.0;29.22294045454545;0.0;0.0;0.0;0.0
2022-01-04 04:00:00;42.0;1900.0;0.0;29.22294045454545;0.0;0.0;0.0;0.0
2022-01-04 05:00:00;42.0;1900.0;0.0;29.22294045454545;0.0;0.0;0.0;0.0
2022-01-04 06:00:00;42.0;1900.0;0.0;29.22294045454545;0.0;0.0;0.0;0.0
2022-01-04 07:00:00;42.0;1900.0;0.0;29.22294045454545;0.0;0.0;0.0;0.0
2022-01-04 08:00:00;42.0;1900.0;0.0;32.28535174660513;0.0;0.0;0.0;0.0
2022-01-04 09:00:00;42.0;1900.0;0.0;29.22294045454545;0.0;0.0;0.0;0.0
2022-01-04 10:00:00;42.0;1900.0;0.0;29.22294045454545;0.0;0.0;0.0;0.0
2022-01-04 11:00:00;42.0;1900.0;0.0;29.22294045454545;0.0;0.0;0.0;0.0
2022-01-04 12:00:00;42.0;1900.0;0.0;29.22294045454545;0.0;0.0;0.0;0.0
2022-01-04 13:00:00;42.0;1900.0;0.0;29.22294045454545;0.0;0.0;0.0;0.0
2022-01-04 14:00:00;42.0;1900.0;0.0;29.22294045454545;0.0;0.0;0.0;0.0
2022-01-04 15:00:00;42.0;1900.0;0.0;42.81745000000001;0.0;0.0;0.0;0.0
2022-01-04 16:00:00;42.0;1900.0;0.0;42.81745000000001;0.0;0.0;0.0;0.0
2022-01-04 17:00:00;42.0;1900.0;0.0;42.81745000000001;0.0;0.0;0.0;0.0
2022-01-04 18:00:00;42.0;1900.0;0.0;42.81745000000001;0.0;0.0;0.0;0.0
2022-01-04 19:00:00;42.0;1900.0;0.0;42.81745000000001;0.0;0.0;0.0;0.0
2022-01-04 20:00:00;42.0;1900.0;0.0;42.81745000000001;0.0;0.0;0.0;0.0
2022-01-04 21:00:00;42.0;1900.0;0.0;42.62514015239676;0.0;0.0;0.0;0.0
2022-01-04 22:00:00;42.0;1900.0;0.0;32.5404019412908;0.0;0.0;0.0;0.0
2022-01-04 23:00:00;42.0;1900.0;0.0;29.22294045454545;0.0;0.0;0.0;0.0
2022-01-05 00:00:00;42.0;1900.0;0.0;29.22294045454545;0.0;0.0;0.0;0.0
2022-01-05 01:00:00;42.0;1900.0;0.0;29.22294045454545;0.0;0.0;0.0;0.0
2022-01-05 02:00:00;42.0;1900.0;0.0;29.22294045454545;0.0;0.0;0.0;0.0
2022-01-05 03:00:00;42.0;1900.0;0.0;29.22294045454545;0.0;0.0;0.0;0.0
2022-01-05 04:00:00;42.0;1900.0;0.0;29.22294045454545;0.0;0.0;0.0;0.0
2022-01-05 05:00:00;42.0;1900.0;0.0;29.22294045454545;0.0;0.0;0.0;0.0
2022-01-05 06:00:00;42.0;1900.0;0.0;32.90552640696845;0.0;0.0;0.0;0.0
2022-01-05 07:00:00;42.0;1900.0;0.0;42.81745000000001;0.0;0.0;0.0;0.0
2022-01-05 08:00:00;42.0;1900.0;0.0;60.4100684549371;0.0;0.0;0.0;0.0
2022-01-05 09:00:00;42.0;1900.0;0.0;60.4100684549371;0.0;0.0016091830177742648;0.0;0.0
2022-01-05 10:00:00;42.0;1900.0;0.0;60.4100684549371;0.0;0.004895881674690259;0.0;0.0
2022-01-05 11:00:00;42.0;1900.0;0.0;55.09767982621086;0.0;0.0;0.0;0.0
2022-01-05 12:00:00;42.0;1900.0;0.0;55.09767982621086;0.0;0.0;0.0;0.0
2022-01-05 13:00:00;42.0;1900.0;0.0;55.09767982621086;0.0;0.004954700702852514;0.0;0.0
2022-01-05 14:00:00;42.0;1900.0;0.0;77.61616;0.0;0.018462881903468627;0.0;0.0
2022-01-05 15:00:00;42.0;1900.0;0.0;94.44731154015793;0.0;0.0368232574548989;0.0;0.0
2022-01-05 16:00:00;42.0;1900.0;0.0;100.4073039188546;0.0;0.03997247528626915;0.0;0.0
2022-01-05 17:00:00;42.0;1900.0;0.0;100.4073039188546;0.0;0.04291519281788872;0.0;0.0
2022-01-05 18:00:00;42.0;1900.0;0.0;100.4073039188546;0.0;0.04389647510359548;0.0;0.0
2022-01-05 19:00:00;42.0;1900.0;0.0;100.40730391885462;0.0;0.0486844867863082;0.0;0.0
2022-01-05 20:00:00;42.0;1900.0;0.0;100.4073039188546;0.0;0.054549781085391554;0.0;0.0
2022-01-05 21:00:00;42.0;1900.0;0.0;100.4073039188546;0.0;0.06389741074226203;0.0;0.0
2022-01-05 22:00:00;42.0;1900.0;0.0;96.39012178827043;0.0;0.08820092186708861;0.0;0.0
2022-01-05 23:00:00;42.0;1900.0;0.0;95.95759584408376;0.0;0.1177080106995845;0.0;0.0
2022-01-06 00:00:00;42.0;1900.0;0.0;95.95759584408376;0.0;0.13292625952187329;0.0;0.0
2022-01-06 01:00:00;42.0;1900.0;0.0;95.46449367074212;0.0;0.12082363586292878;0.0;0.0
2022-01-06 02:00:00;42.0;1900.0;0.0;95.46449367074212;0.0;0.0934220264134589;0.0;0.0
2022-01-06 03:00:00;42.0;1900.0;0.0;95.46449367074212;0.0;0.058060135330556324;0.0;0.0
2022-01-06 04:00:00;42.0;1900.0;0.0;91.40859472125848;0.0;0.046891218353028265;0.0;0.0
2022-01-06 05:00:00;42.0;1900.0;0.0;91.40859472125848;0.0;0.04034486836278757;0.0;0.0
2022-01-06 06:00:00;42.0;1900.0;0.0;91.40859472125848;0.0;0.035250138490963555;0.0;0.0
2022-01-06 07:00:00;42.0;1900.0;0.0;91.40859472125848;0.0;0.03370249484826592;0.0;0.0
2022-01-06 08:00:00;42.0;1900.0;0.0;95.95759584408376;0.0;0.032021391246244875;0.0;0.0
2022-01-06 09:00:00;42.0;1900.0;0.0;40.00685;0.0;0.002575185081802539;0.0;0.0
2022-01-06 10:00:00;42.0;1900.0;0.0;29.22294045454545;0.0;0.0;0.0;0.0
2022-01-06 11:00:00;42.0;1900.0;0.0;29.22294045454545;0.0;0.0;0.0;0.0
2022-01-06 12:00:00;42.0;1900.0;0.0;29.22294045454545;0.0;0.0;0.0;0.0
2022-01-06 13:00:00;42.0;1900.0;0.0;29.22294045454545;0.0;0.0;0.0;0.0
2022-01-06 14:00:00;42.0;1900.0;0.0;29.22294045454545;0.0;0.0;0.0;0.0
2022-01-06 15:00:00;42.0;1900.0;0.0;35.3490519412908;0.0;0.0;0.0;0.0
2022-01-06 16:00:00;42.0;1900.0;0.0;35.3490519412908;0.0;0.0;0.0;0.0
2022-01-06 17:00:00;42.0;1900.0;0.0;35.3490519412908;0.0;0.0;0.0;0.0
2022-01-06 18:00:00;42.0;1900.0;0.0;35.3490519412908;0.0;0.0;0.0;0.0
2022-01-06 19:00:00;42.0;1900.0;0.0;34.05679244921134;0.0;0.0;0.0;0.0
2022-01-06 20:00:00;42.0;1900.0;0.0;29.22294045454545;0.0;0.0;0.0;0.0
2022-01-06 21:00:00;42.0;1900.0;0.0;29.22294045454545;0.0;0.0;0.0;0.0
2022-01-06 22:00:00;42.0;1900.0;0.0;29.22294045454545;0.0;0.0;0.0;0.0
2022-01-06 23:00:00;42.0;1900.0;0.0;29.22294045454545;0.0;0.0;0.0;0.0
2022-01-07 00:00:00;42.0;1900.0;0.0;29.22294045454545;0.0;0.0;0.0;0.0
2022-01-07 01:00:00;42.0;1900.0;0.0;29.22294045454545;0.0;0.0;0.0;0.0
2022-01-07 02:00:00;42.0;1900.0;0.0;29.22294045454545;0.0;0.0;0.0;0.0
2022-01-07 03:00:00;42.0;1900.0;0.0;29.22294045454545;0.0;0.0;0.0;0.0
2022-01-07 04:00:00;42.0;1900.0;0.0;29.22294045454545;0.0;0.0;0.0;0.0
2022-01-07 05:00:00;42.0;1900.0;0.0;29.22294045454545;0.0;0.0;0.0;0.0
2022-01-07 06:00:00;42.0;1900.0;0.0;32.28535174660513;0.0;0.0;0.0;0.0
2022-01-07 07:00:00;42.0;1900.0;0.0;32.28535174660513;0.0;0.0;0.0;0.0
2022-01-07 08:00:00;42.0;1900.0;0.0;34.05679244921134;0.0;0.0;0.0;0.0
2022-01-07 09:00:00;42.0;1900.0;0.0;29.22294045454545;0.0;0.0;0.0;0.0
2022-01-07 10:00:00;42.0;1900.0;0.0;29.22294045454545;0.0;0.0;0.0;0.0
2022-01-07 11:00:00;42.0;1900.0;0.0;29.22294045454545;0.0;0.0;0.0;0.0
2022-01-07 12:00:00;42.0;1900.0;0.0;29.22294045454545;0.0;0.0;0.0;0.0
2022-01-07 13:00:00;42.0;1900.0;0.0;29.22294045454545;0.0;0.0;0.0;0.0
2022-01-07 14:00:00;42.0;1900.0;0.0;29.22294045454545;0.0;0.0;0.0;0.0
2022-01-07 15:00:00;42.0;1900.0;0.0;34.05679244921134;0.0;0.0;0.0;0.0
2022-01-07 16:00:00;42.0;1900.0;0.0;35.3484019412908;0.0;0.0;0.0;0.0
2022-01-07 17:00:00;42.0;1900.0;0.0;35.3490519412908;0.0;0.0;0.0;0.0
2022-01-07 18:00:00;42.0;1900.0;0.0;34.05679244921134;0.0;0.0;0.0;0.0
2022-01-07 19:00:00;42.0;1900.0;0.0;34.05679244921134;0.0;0.0;0.0;0.0
2022-01-07 20:00:00;42.0;1900.0;0.0;29.22294045454545;0.0;0.0;0.0;0.0
2022-01-07 21:00:00;42.0;1900.0;0.0;29.22294045454545;0.0;0.0;0.0;0.0
2022-01-07 22:00:00;42.0;1900.0;0.0;29.22294045454545;0.0;0.0;0.0;0.0
2022-01-07 23:00:00;42.0;1900.0;0.0;1.6999999999999995;0.0;0.0;0.0;0.0
